Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.02:22330, gt.metaitem.02.22330.name
gregtech:gt.metaitem.02:22331, gt.metaitem.02.22331.name
gregtech:gt.metaitem.02:22334, gt.metaitem.02.22334.name
gregtech:gt.metaitem.02:22335, gt.metaitem.02.22335.name
gregtech:gt.metaitem.02:22340, gt.metaitem.02.22340.name
gregtech:gt.metaitem.02:22341, gt.metaitem.02.22341.name
gregtech:gt.metaitem.02:22343, gt.metaitem.02.22343.name
gregtech:gt.metaitem.02:22344, gt.metaitem.02.22344.name
gregtech:gt.metaitem.02:22347, gt.metaitem.02.22347.name
gregtech:gt.metaitem.02:22348, gt.metaitem.02.22348.name
gregtech:gt.metaitem.02:22349, gt.metaitem.02.22349.name
gregtech:gt.metaitem.02:22350, gt.metaitem.02.22350.name
gregtech:gt.metaitem.02:22351, gt.metaitem.02.22351.name
gregtech:gt.metaitem.02:22352, gt.metaitem.02.22352.name
gregtech:gt.metaitem.02:22353, gt.metaitem.02.22353.name
gregtech:gt.metaitem.02:22354, gt.metaitem.02.22354.name
gregtech:gt.metaitem.02:22355, gt.metaitem.02.22355.name
gregtech:gt.metaitem.02:22356, gt.metaitem.02.22356.name
gregtech:gt.metaitem.02:22363, gt.metaitem.02.22363.name
gregtech:gt.metaitem.02:22364, gt.metaitem.02.22364.name
gregtech:gt.metaitem.02:22370, gt.metaitem.02.22370.name
gregtech:gt.metaitem.02:22371, gt.metaitem.02.22371.name
gregtech:gt.metaitem.02:22372, gt.metaitem.02.22372.name
gregtech:gt.metaitem.02:22373, gt.metaitem.02.22373.name
gregtech:gt.metaitem.02:22374, gt.metaitem.02.22374.name
gregtech:gt.metaitem.02:22470, gt.metaitem.02.22470.name
gregtech:gt.metaitem.02:22471, gt.metaitem.02.22471.name
gregtech:gt.metaitem.02:22472, gt.metaitem.02.22472.name
gregtech:gt.metaitem.02:22473, gt.metaitem.02.22473.name
gregtech:gt.metaitem.02:22500, gt.metaitem.02.22500.name
gregtech:gt.metaitem.02:22501, gt.metaitem.02.22501.name
gregtech:gt.metaitem.02:22502, gt.metaitem.02.22502.name
gregtech:gt.metaitem.02:22503, gt.metaitem.02.22503.name
gregtech:gt.metaitem.02:22504, gt.metaitem.02.22504.name
gregtech:gt.metaitem.02:22505, gt.metaitem.02.22505.name
gregtech:gt.metaitem.02:22506, gt.metaitem.02.22506.name
gregtech:gt.metaitem.02:22507, gt.metaitem.02.22507.name
gregtech:gt.metaitem.02:22508, gt.metaitem.02.22508.name
gregtech:gt.metaitem.02:22509, gt.metaitem.02.22509.name
gregtech:gt.metaitem.02:22510, gt.metaitem.02.22510.name
gregtech:gt.metaitem.02:22513, gt.metaitem.02.22513.name
gregtech:gt.metaitem.02:22514, gt.metaitem.02.22514.name
gregtech:gt.metaitem.02:22516, gt.metaitem.02.22516.name
gregtech:gt.metaitem.02:22522, gt.metaitem.02.22522.name
gregtech:gt.metaitem.02:22527, gt.metaitem.02.22527.name
gregtech:gt.metaitem.02:22528, gt.metaitem.02.22528.name
gregtech:gt.metaitem.02:22540, gt.metaitem.02.22540.name
gregtech:gt.metaitem.02:22541, gt.metaitem.02.22541.name
gregtech:gt.metaitem.02:22542, gt.metaitem.02.22542.name
gregtech:gt.metaitem.02:22543, gt.metaitem.02.22543.name
gregtech:gt.metaitem.02:22544, gt.metaitem.02.22544.name
gregtech:gt.metaitem.02:22545, gt.metaitem.02.22545.name
gregtech:gt.metaitem.02:22610, gt.metaitem.02.22610.name
gregtech:gt.metaitem.02:22613, gt.metaitem.02.22613.name
gregtech:gt.metaitem.02:22631, gt.metaitem.02.22631.name
gregtech:gt.metaitem.02:22635, gt.metaitem.02.22635.name
gregtech:gt.metaitem.02:22636, gt.metaitem.02.22636.name
gregtech:gt.metaitem.02:22649, gt.metaitem.02.22649.name
gregtech:gt.metaitem.02:22801, gt.metaitem.02.22801.name
gregtech:gt.metaitem.02:22809, gt.metaitem.02.22809.name
gregtech:gt.metaitem.02:22874, gt.metaitem.02.22874.name
gregtech:gt.metaitem.02:22880, gt.metaitem.02.22880.name
gregtech:gt.metaitem.02:22884, gt.metaitem.02.22884.name
gregtech:gt.metaitem.02:22889, gt.metaitem.02.22889.name
gregtech:gt.metaitem.02:24028, gt.metaitem.02.24028.name
gregtech:gt.metaitem.02:25335, gt.metaitem.02.25335.name
gregtech:gt.metaitem.02:25350, gt.metaitem.02.25350.name
gregtech:gt.metaitem.02:27500, gt.metaitem.02.27500.name
gregtech:gt.metaitem.02:27501, gt.metaitem.02.27501.name
gregtech:gt.metaitem.02:27502, gt.metaitem.02.27502.name
gregtech:gt.metaitem.02:27503, gt.metaitem.02.27503.name
gregtech:gt.metaitem.02:27504, gt.metaitem.02.27504.name
gregtech:gt.metaitem.02:27505, gt.metaitem.02.27505.name
gregtech:gt.metaitem.02:27507, gt.metaitem.02.27507.name
gregtech:gt.metaitem.02:27508, gt.metaitem.02.27508.name
gregtech:gt.metaitem.02:27509, gt.metaitem.02.27509.name
gregtech:gt.metaitem.02:27510, gt.metaitem.02.27510.name
gregtech:gt.metaitem.02:27511, gt.metaitem.02.27511.name
gregtech:gt.metaitem.02:27512, gt.metaitem.02.27512.name
gregtech:gt.metaitem.02:27513, gt.metaitem.02.27513.name
gregtech:gt.metaitem.02:27514, gt.metaitem.02.27514.name
gregtech:gt.metaitem.02:27527, gt.metaitem.02.27527.name
gregtech:gt.metaitem.02:27528, gt.metaitem.02.27528.name
gregtech:gt.metaitem.02:27890, gt.metaitem.02.27890.name
gregtech:gt.metaitem.02:28500, gt.metaitem.02.28500.name
gregtech:gt.metaitem.02:28501, gt.metaitem.02.28501.name
gregtech:gt.metaitem.02:28502, gt.metaitem.02.28502.name
gregtech:gt.metaitem.02:28503, gt.metaitem.02.28503.name
gregtech:gt.metaitem.02:28504, gt.metaitem.02.28504.name
gregtech:gt.metaitem.02:28505, gt.metaitem.02.28505.name
gregtech:gt.metaitem.02:28507, gt.metaitem.02.28507.name
gregtech:gt.metaitem.02:28508, gt.metaitem.02.28508.name
gregtech:gt.metaitem.02:28509, gt.metaitem.02.28509.name
gregtech:gt.metaitem.02:28510, gt.metaitem.02.28510.name
gregtech:gt.metaitem.02:28511, gt.metaitem.02.28511.name
gregtech:gt.metaitem.02:28512, gt.metaitem.02.28512.name
gregtech:gt.metaitem.02:28513, gt.metaitem.02.28513.name
gregtech:gt.metaitem.02:28514, gt.metaitem.02.28514.name
gregtech:gt.metaitem.02:28527, gt.metaitem.02.28527.name
gregtech:gt.metaitem.02:28528, gt.metaitem.02.28528.name
gregtech:gt.metaitem.02:28890, gt.metaitem.02.28890.name
gregtech:gt.metaitem.02:29500, gt.metaitem.02.29500.name
gregtech:gt.metaitem.02:29501, gt.metaitem.02.29501.name
gregtech:gt.metaitem.02:29502, gt.metaitem.02.29502.name
gregtech:gt.metaitem.02:29503, gt.metaitem.02.29503.name
gregtech:gt.metaitem.02:29504, gt.metaitem.02.29504.name
gregtech:gt.metaitem.02:29505, gt.metaitem.02.29505.name
gregtech:gt.metaitem.02:29507, gt.metaitem.02.29507.name
gregtech:gt.metaitem.02:29508, gt.metaitem.02.29508.name
gregtech:gt.metaitem.02:29509, gt.metaitem.02.29509.name
gregtech:gt.metaitem.02:29510, gt.metaitem.02.29510.name
gregtech:gt.metaitem.02:29511, gt.metaitem.02.29511.name
gregtech:gt.metaitem.02:29512, gt.metaitem.02.29512.name
gregtech:gt.metaitem.02:29513, gt.metaitem.02.29513.name
gregtech:gt.metaitem.02:29514, gt.metaitem.02.29514.name
gregtech:gt.metaitem.02:29527, gt.metaitem.02.29527.name
gregtech:gt.metaitem.02:29528, gt.metaitem.02.29528.name
gregtech:gt.metaitem.02:29890, gt.metaitem.02.29890.name
gregtech:gt.metaitem.02:30500, gt.metaitem.02.30500.name
gregtech:gt.metaitem.02:30501, gt.metaitem.02.30501.name
gregtech:gt.metaitem.02:30502, gt.metaitem.02.30502.name
gregtech:gt.metaitem.02:30503, gt.metaitem.02.30503.name
gregtech:gt.metaitem.02:30504, gt.metaitem.02.30504.name
gregtech:gt.metaitem.02:30505, gt.metaitem.02.30505.name
gregtech:gt.metaitem.02:30507, gt.metaitem.02.30507.name
gregtech:gt.metaitem.02:30508, gt.metaitem.02.30508.name
gregtech:gt.metaitem.02:30509, gt.metaitem.02.30509.name
gregtech:gt.metaitem.02:30510, gt.metaitem.02.30510.name
gregtech:gt.metaitem.02:30511, gt.metaitem.02.30511.name
gregtech:gt.metaitem.02:30512, gt.metaitem.02.30512.name
gregtech:gt.metaitem.02:30513, gt.metaitem.02.30513.name
gregtech:gt.metaitem.02:30514, gt.metaitem.02.30514.name
gregtech:gt.metaitem.02:30527, gt.metaitem.02.30527.name
gregtech:gt.metaitem.02:30528, gt.metaitem.02.30528.name
gregtech:gt.metaitem.02:30890, gt.metaitem.02.30890.name
gregtech:gt.metaitem.02:31019, gt.metaitem.02.31019.name
gregtech:gt.metaitem.02:31028, gt.metaitem.02.31028.name
gregtech:gt.metaitem.02:31032, gt.metaitem.02.31032.name
gregtech:gt.metaitem.02:31035, gt.metaitem.02.31035.name
gregtech:gt.metaitem.02:31057, gt.metaitem.02.31057.name
gregtech:gt.metaitem.02:31086, gt.metaitem.02.31086.name
gregtech:gt.metaitem.02:31129, gt.metaitem.02.31129.name
gregtech:gt.metaitem.02:31299, gt.metaitem.02.31299.name
gregtech:gt.metaitem.02:31300, gt.metaitem.02.31300.name
gregtech:gt.metaitem.02:31305, gt.metaitem.02.31305.name
gregtech:gt.metaitem.02:31306, gt.metaitem.02.31306.name
gregtech:gt.metaitem.02:31316, gt.metaitem.02.31316.name
gregtech:gt.metaitem.02:31343, gt.metaitem.02.31343.name
gregtech:gt.metaitem.02:31372, gt.metaitem.02.31372.name
gregtech:gt.metaitem.02:31373, gt.metaitem.02.31373.name
gregtech:gt.metaitem.02:31500, gt.metaitem.02.31500.name
gregtech:gt.metaitem.02:31809, gt.metaitem.02.31809.name
gregtech:gt.metaitem.02:32000, gt.metaitem.02.32000.name
gregtech:gt.metaitem.02:32002, gt.metaitem.02.32002.name
gregtech:gt.metaitem.02:32003, gt.metaitem.02.32003.name
gregtech:gt.metaitem.02:32005, gt.metaitem.02.32005.name
gregtech:gt.metaitem.02:32006, gt.metaitem.02.32006.name
gregtech:gt.metaitem.02:32007, gt.metaitem.02.32007.name
gregtech:gt.metaitem.02:32009, gt.metaitem.02.32009.name
gregtech:gt.metaitem.02:32010, gt.metaitem.02.32010.name
gregtech:gt.metaitem.02:32100, gt.metaitem.02.32100.name
gregtech:gt.metaitem.02:32101, gt.metaitem.02.32101.name
gregtech:gt.metaitem.02:32102, gt.metaitem.02.32102.name
gregtech:gt.metaitem.02:32103, gt.metaitem.02.32103.name
gregtech:gt.metaitem.02:32107, gt.metaitem.02.32107.name
gregtech:gt.metaitem.02:32109, gt.metaitem.02.32109.name
gregtech:gt.metaitem.02:32112, gt.metaitem.02.32112.name
gregtech:gt.metaitem.02:32113, gt.metaitem.02.32113.name
gregtech:gt.metaitem.02:32115, gt.metaitem.02.32115.name
gregtech:gt.metaitem.02:32118, gt.metaitem.02.32118.name
gregtech:gt.metaitem.02:32119, gt.metaitem.02.32119.name
gregtech:gt.metaitem.02:32120, gt.metaitem.02.32120.name
gregtech:gt.metaitem.02:32121, gt.metaitem.02.32121.name
gregtech:gt.metaitem.02:32125, gt.metaitem.02.32125.name
gregtech:gt.metaitem.02:32126, gt.metaitem.02.32126.name
gregtech:gt.metaitem.02:32131, gt.metaitem.02.32131.name
gregtech:gt.metaitem.02:32133, gt.metaitem.02.32133.name
gregtech:gt.metaitem.02:32136, gt.metaitem.02.32136.name
gregtech:gt.metaitem.02:32137, gt.metaitem.02.32137.name
gregtech:gt.metaitem.02:32200, gt.metaitem.02.32200.name
gregtech:gt.metaitem.02:32201, gt.metaitem.02.32201.name
gregtech:gt.metaitem.02:32202, gt.metaitem.02.32202.name
gregtech:gt.metaitem.02:32203, gt.metaitem.02.32203.name
gregtech:gt.metaitem.02:32204, gt.metaitem.02.32204.name
gregtech:gt.metaitem.02:32205, gt.metaitem.02.32205.name
gregtech:gt.metaitem.02:32206, gt.metaitem.02.32206.name
gregtech:gt.metaitem.02:32207, gt.metaitem.02.32207.name
gregtech:gt.metaitem.02:32208, gt.metaitem.02.32208.name
gregtech:gt.metaitem.02:32209, gt.metaitem.02.32209.name
gregtech:gt.metaitem.02:32210, gt.metaitem.02.32210.name
gregtech:gt.metaitem.02:32211, gt.metaitem.02.32211.name
gregtech:gt.metaitem.02:32212, gt.metaitem.02.32212.name
gregtech:gt.metaitem.02:32213, gt.metaitem.02.32213.name
gregtech:gt.metaitem.02:32214, gt.metaitem.02.32214.name
gregtech:gt.metaitem.02:32220, gt.metaitem.02.32220.name
gregtech:gt.metaitem.02:32221, gt.metaitem.02.32221.name
gregtech:gt.metaitem.02:32222, gt.metaitem.02.32222.name
gregtech:gt.metaitem.02:32223, gt.metaitem.02.32223.name
gregtech:gt.metaitem.02:32224, gt.metaitem.02.32224.name
gregtech:gt.metaitem.02:32230, gt.metaitem.02.32230.name
gregtech:gt.metaitem.02:32231, gt.metaitem.02.32231.name
gregtech:gt.metaitem.02:32232, gt.metaitem.02.32232.name
gregtech:gt.metaitem.02:32233, gt.metaitem.02.32233.name
gregtech:gt.metaitem.02:32234, gt.metaitem.02.32234.name
gregtech:gt.metaitem.02:32240, gt.metaitem.02.32240.name
gregtech:gt.metaitem.02:32241, gt.metaitem.02.32241.name
gregtech:gt.metaitem.02:32242, gt.metaitem.02.32242.name
gregtech:gt.metaitem.02:32243, gt.metaitem.02.32243.name
gregtech:gt.metaitem.02:32244, gt.metaitem.02.32244.name
gregtech:gt.metaitem.02:32250, gt.metaitem.02.32250.name
gregtech:gt.metaitem.02:32251, gt.metaitem.02.32251.name
gregtech:gt.metaitem.02:32252, gt.metaitem.02.32252.name
gregtech:gt.metaitem.02:32260, gt.metaitem.02.32260.name
gregtech:gt.metaitem.02:32261, gt.metaitem.02.32261.name
gregtech:gt.metaitem.02:32262, gt.metaitem.02.32262.name
gregtech:gt.metaitem.02:32270, gt.metaitem.02.32270.name
gregtech:gt.metaitem.02:32271, gt.metaitem.02.32271.name
gregtech:gt.metaitem.02:32410, gt.metaitem.02.32410.name
gregtech:gt.metaitem.02:32414, gt.metaitem.02.32414.name
gregtech:gt.metaitem.02:32415, gt.metaitem.02.32415.name
gregtech:gt.metaitem.02:32416, gt.metaitem.02.32416.name
gregtech:gt.metaitem.02:32417, gt.metaitem.02.32417.name
gregtech:gt.metaitem.02:32418, gt.metaitem.02.32418.name
gregtech:gt.metaitem.02:32419, gt.metaitem.02.32419.name
gregtech:gt.metaitem.02:32420, gt.metaitem.02.32420.name
gregtech:gt.metaitem.02:32421, gt.metaitem.02.32421.name
gregtech:gt.metaitem.02:32422, gt.metaitem.02.32422.name
gregtech:gt.metaitem.02:32423, gt.metaitem.02.32423.name
gregtech:gt.metaitem.02:32424, gt.metaitem.02.32424.name
gregtech:gt.metaitem.02:32425, gt.metaitem.02.32425.name
gregtech:gt.metaitem.02:32426, gt.metaitem.02.32426.name
gregtech:gt.metaitem.02:32427, gt.metaitem.02.32427.name
gregtech:gt.metaitem.02:32428, gt.metaitem.02.32428.name
gregtech:gt.metaitem.02:32429, gt.metaitem.02.32429.name
gregtech:gt.metaitem.02:32470, gt.metaitem.02.32470.name
gregtech:gt.metaitem.02:32471, gt.metaitem.02.32471.name
gregtech:gt.metaitem.02:32472, gt.metaitem.02.32472.name
gregtech:gt.metaitem.02:32473, gt.metaitem.02.32473.name
gregtech:gt.metaitem.02:32474, gt.metaitem.02.32474.name
gregtech:gt.metaitem.02:32475, gt.metaitem.02.32475.name
gregtech:gt.metaitem.02:32476, gt.metaitem.02.32476.name
gregtech:gt.metaitem.02:32477, gt.metaitem.02.32477.name
gregtech:gt.metaitem.02:32478, gt.metaitem.02.32478.name
gregtech:gt.metaitem.02:32479, gt.metaitem.02.32479.name
gregtech:gt.metaitem.02:32480, gt.metaitem.02.32480.name
gregtech:gt.metaitem.02:32481, gt.metaitem.02.32481.name
gregtech:gt.metaitem.02:32482, gt.metaitem.02.32482.name
gregtech:gt.metaitem.02:32483, gt.metaitem.02.32483.name
gregtech:gt.metaitem.02:32484, gt.metaitem.02.32484.name
gregtech:gt.metaitem.02:32485, gt.metaitem.02.32485.name
gregtech:gt.metaitem.02:32486, gt.metaitem.02.32486.name
gregtech:gt.metaitem.02:32487, gt.metaitem.02.32487.name
gregtech:gt.metaitem.02:32488, gt.metaitem.02.32488.name
gregtech:gt.metaitem.02:32489, gt.metaitem.02.32489.name
gregtech:gt.metaitem.02:32490, gt.metaitem.02.32490.name
gregtech:gt.metaitem.02:32491, gt.metaitem.02.32491.name
gregtech:gt.metaitem.02:32492, gt.metaitem.02.32492.name
gregtech:gt.metaitem.02:32493, gt.metaitem.02.32493.name
gregtech:gt.metaitem.02:32494, gt.metaitem.02.32494.name
gregtech:gt.metaitem.02:32495, gt.metaitem.02.32495.name
gregtech:gt.metaitem.02:32496, gt.metaitem.02.32496.name
gregtech:gt.metaitem.02:32497, gt.metaitem.02.32497.name
gregtech:gt.metaitem.02:32498, gt.metaitem.02.32498.name
gregtech:gt.metaitem.02:32499, gt.metaitem.02.32499.name
gregtech:gt.metaitem.02:32500, gt.metaitem.02.32500.name
gregtech:gt.metaitem.02:32501, gt.metaitem.02.32501.name
gregtech:gt.metaitem.02:32502, gt.metaitem.02.32502.name
gregtech:gt.metaitem.02:32503, gt.metaitem.02.32503.name
gregtech:gt.metaitem.02:32504, gt.metaitem.02.32504.name
gregtech:gt.metaitem.02:32505, gt.metaitem.02.32505.name
gregtech:gt.metaitem.02:32510, gt.metaitem.02.32510.name
gregtech:gt.metaitem.02:32511, gt.metaitem.02.32511.name
gregtech:gt.metaitem.02:32512, gt.metaitem.02.32512.name
gregtech:gt.metaitem.02:32513, gt.metaitem.02.32513.name
gregtech:gt.metaitem.02:32520, gt.metaitem.02.32520.name
gregtech:gt.metaitem.02:32521, gt.metaitem.02.32521.name
gregtech:gt.metaitem.02:32522, gt.metaitem.02.32522.name
gregtech:gt.metaitem.02:32523, gt.metaitem.02.32523.name
gregtech:gt.metaitem.02:32524, gt.metaitem.02.32524.name
gregtech:gt.metaitem.02:32526, gt.metaitem.02.32526.name
gregtech:gt.metaitem.02:32527, gt.metaitem.02.32527.name
gregtech:gt.metaitem.02:32528, gt.metaitem.02.32528.name
gregtech:gt.metaitem.02:32529, gt.metaitem.02.32529.name
gregtech:gt.metaitem.02:32530, gt.metaitem.02.32530.name
gregtech:gt.metaitem.02:32531, gt.metaitem.02.32531.name
gregtech:gt.metaitem.02:32532, gt.metaitem.02.32532.name
gregtech:gt.metaitem.02:32533, gt.metaitem.02.32533.name
gregtech:gt.metaitem.02:32534, gt.metaitem.02.32534.name
gregtech:gt.metaitem.02:32535, gt.metaitem.02.32535.name
gregtech:gt.metaitem.02:32540, gt.metaitem.02.32540.name
gregtech:gt.metaitem.02:32550, gt.metaitem.02.32550.name
gregtech:gt.metaitem.02:32551, gt.metaitem.02.32551.name
gregtech:gt.metaitem.02:32552, gt.metaitem.02.32552.name
gregtech:gt.metaitem.02:32553, gt.metaitem.02.32553.name
gregtech:gt.metaitem.02:32554, gt.metaitem.02.32554.name
gregtech:gt.metaitem.02:32555, gt.metaitem.02.32555.name
gregtech:gt.metaitem.02:32556, gt.metaitem.02.32556.name
gregtech:gt.metaitem.02:32557, gt.metaitem.02.32557.name
gregtech:gt.metaitem.02:32558, gt.metaitem.02.32558.name
gregtech:gt.metaitem.02:32559, gt.metaitem.02.32559.name
gregtech:gt.metaitem.02:32560, gt.metaitem.02.32560.name
gregtech:gt.metaitem.02:32561, gt.metaitem.02.32561.name
gregtech:gt.metaitem.02:32562, gt.metaitem.02.32562.name
gregtech:gt.metaitem.02:32563, gt.metaitem.02.32563.name
gregtech:gt.metaitem.02:32564, gt.metaitem.02.32564.name
gregtech:gt.metaitem.02:32565, gt.metaitem.02.32565.name
gregtech:gt.metaitem.02:32566, gt.metaitem.02.32566.name
gregtech:gt.metaitem.02:32567, gt.metaitem.02.32567.name
gregtech:gt.metaitem.02:32568, gt.metaitem.02.32568.name
gregtech:gt.metaitem.02:32569, gt.metaitem.02.32569.name
gregtech:gt.metaitem.02:32570, gt.metaitem.02.32570.name
gregtech:gt.metaitem.02:32571, gt.metaitem.02.32571.name
gregtech:gt.metaitem.02:32572, gt.metaitem.02.32572.name
gregtech:gt.metaitem.02:32573, gt.metaitem.02.32573.name
gregtech:gt.metaitem.02:32574, gt.metaitem.02.32574.name
gregtech:gt.metaitem.02:32576, gt.metaitem.02.32576.name
gregtech:gt.metaitem.03:32006, gt.metaitem.03.32006.name
gregtech:gt.metaitem.03:32007, gt.metaitem.03.32007.name
gregtech:gt.metaitem.03:32011, gt.metaitem.03.32011.name
gregtech:gt.metaitem.03:32012, gt.metaitem.03.32012.name
gregtech:gt.metaitem.03:32014, gt.metaitem.03.32014.name
gregtech:gt.metaitem.03:32016, gt.metaitem.03.32016.name
gregtech:gt.metaitem.03:32018, gt.metaitem.03.32018.name
gregtech:gt.metaitem.03:32020, gt.metaitem.03.32020.name
gregtech:gt.metaitem.03:32021, gt.metaitem.03.32021.name
gregtech:gt.metaitem.03:32022, gt.metaitem.03.32022.name
gregtech:gt.metaitem.03:32030, gt.metaitem.03.32030.name
gregtech:gt.metaitem.03:32031, gt.metaitem.03.32031.name
gregtech:gt.metaitem.03:32032, gt.metaitem.03.32032.name
gregtech:gt.metaitem.03:32033, gt.metaitem.03.32033.name
gregtech:gt.metaitem.03:32034, gt.metaitem.03.32034.name
gregtech:gt.metaitem.03:32035, gt.metaitem.03.32035.name
gregtech:gt.metaitem.03:32036, gt.metaitem.03.32036.name
gregtech:gt.metaitem.03:32037, gt.metaitem.03.32037.name
gregtech:gt.metaitem.03:32038, gt.metaitem.03.32038.name
gregtech:gt.metaitem.03:32039, gt.metaitem.03.32039.name
gregtech:gt.metaitem.03:32040, gt.metaitem.03.32040.name
gregtech:gt.metaitem.03:32041, gt.metaitem.03.32041.name
gregtech:gt.metaitem.03:32042, gt.metaitem.03.32042.name
gregtech:gt.metaitem.03:32043, gt.metaitem.03.32043.name
gregtech:gt.metaitem.03:32044, gt.metaitem.03.32044.name
gregtech:gt.metaitem.03:32045, gt.metaitem.03.32045.name
gregtech:gt.metaitem.03:32046, gt.metaitem.03.32046.name
gregtech:gt.metaitem.03:32047, gt.metaitem.03.32047.name
gregtech:gt.metaitem.03:32048, gt.metaitem.03.32048.name
gregtech:gt.metaitem.03:32049, gt.metaitem.03.32049.name
gregtech:gt.metaitem.03:32050, gt.metaitem.03.32050.name
gregtech:gt.metaitem.03:32051, gt.metaitem.03.32051.name
gregtech:gt.metaitem.03:32052, gt.metaitem.03.32052.name
gregtech:gt.metaitem.03:32053, gt.metaitem.03.32053.name
gregtech:gt.metaitem.03:32054, gt.metaitem.03.32054.name
gregtech:gt.metaitem.03:32055, gt.metaitem.03.32055.name
gregtech:gt.metaitem.03:32056, gt.metaitem.03.32056.name
gregtech:gt.metaitem.03:32057, gt.metaitem.03.32057.name
gregtech:gt.metaitem.03:32069, gt.metaitem.03.32069.name
gregtech:gt.metaitem.03:32070, gt.metaitem.03.32070.name
gregtech:gt.metaitem.03:32071, gt.metaitem.03.32071.name
gregtech:gt.metaitem.03:32072, gt.metaitem.03.32072.name
gregtech:gt.metaitem.03:32073, gt.metaitem.03.32073.name
gregtech:gt.metaitem.03:32078, gt.metaitem.03.32078.name
gregtech:gt.metaitem.03:32079, gt.metaitem.03.32079.name
gregtech:gt.metaitem.03:32080, gt.metaitem.03.32080.name
gregtech:gt.metaitem.03:32082, gt.metaitem.03.32082.name
gregtech:gt.metaitem.03:32083, gt.metaitem.03.32083.name
gregtech:gt.metaitem.03:32084, gt.metaitem.03.32084.name
gregtech:gt.metaitem.03:32085, gt.metaitem.03.32085.name
gregtech:gt.metaitem.03:32086, gt.metaitem.03.32086.name
